interval_from,interval_to,eobrowserStats_B0_min,eobrowserStats_B0_max,eobrowserStats_B0_mean,eobrowserStats_B0_stDev,eobrowserStats_B0_sampleCount,eobrowserStats_B0_noDataCount,land_type
2023-03-01,2023-03-02,305.3900146484375,307.2300109863281,306.8131368160261,0.7702355956796089,65536,0,101.0
2023-03-01,2023-03-02,312.760009765625,312.760009765625,312.760009765625,0.0,65536,0,101.0
2023-03-01,2023-03-02,310.0799865722656,310.0799865722656,310.0799865722656,0.0,65536,0,101.0
2023-03-01,2023-03-02,304.7900085449219,304.7900085449219,304.7900085449219,0.0,65536,0,101.0
2023-03-01,2023-03-02,305.8900146484375,305.8900146484375,305.8900146484375,0.0,65536,0,101.0
2023-03-01,2023-03-02,306.82000732421875,306.82000732421875,306.82000732421875,0.0,65536,0,101.0
2023-03-01,2023-03-02,305.8500061035156,305.8500061035156,305.8500061035156,0.0,65536,0,101.0
2023-03-01,2023-03-02,305.6700134277344,305.6700134277344,305.6700134277344,0.0,65536,0,101.0
2023-03-01,2023-03-02,310.9800109863281,310.9800109863281,310.9800109863281,0.0,65536,0,101.0
2023-03-01,2023-03-02,305.8800048828125,305.8800048828125,305.8800048828125,0.0,65536,0,101.0
2023-03-01,2023-03-02,303.260009765625,303.260009765625,303.260009765625,0.0,65536,0,101.0
2023-03-01,2023-03-02,309.9800109863281,309.9800109863281,309.9800109863281,0.0,65536,0,101.0
2023-03-01,2023-03-02,310.70001220703125,310.70001220703125,310.70001220703125,0.0,65536,0,101.0
2023-03-01,2023-03-02,310.6400146484375,310.6400146484375,310.6400146484375,0.0,65536,0,101.0
2023-03-01,2023-03-02,306.8999938964844,306.8999938964844,306.8999938964844,0.0,65536,0,101.0
2023-03-01,2023-03-02,306.5199890136719,306.5199890136719,306.5199890136719,0.0,65536,0,101.0
2023-03-01,2023-03-02,306.8999938964844,306.8999938964844,306.8999938964844,0.0,65536,0,101.0
2023-03-01,2023-03-02,310.5400085449219,310.5400085449219,310.5400085449219,0.0,65536,0,101.0
2023-03-01,2023-03-02,305.8800048828125,305.8800048828125,305.8800048828125,0.0,65536,0,101.0
2023-03-01,2023-03-02,311.3599853515625,311.3599853515625,311.3599853515625,0.0,65536,0,101.0
2023-03-01,2023-03-02,306.5,306.5,306.5,0.0,65536,0,101.0
2023-03-01,2023-03-02,309.5400085449219,309.5400085449219,309.5400085449219,0.0,65536,0,101.0
2023-03-01,2023-03-02,309.2099914550781,309.2099914550781,309.2099914550781,0.0,65536,0,101.0
2023-03-01,2023-03-02,305.2300109863281,305.2300109863281,305.2300109863281,0.0,65536,0,101.0
2023-03-01,2023-03-02,314.20001220703125,314.20001220703125,314.20001220703125,0.0,65536,0,101.0
2023-03-01,2023-03-02,307.82000732421875,307.82000732421875,307.82000732421875,0.0,65536,0,101.0
2023-03-01,2023-03-02,305.2300109863281,305.2300109863281,305.2300109863281,0.0,65536,0,101.0
2023-03-01,2023-03-02,306.17999267578125,306.17999267578125,306.17999267578125,0.0,65536,0,101.0
2023-03-01,2023-03-02,305.739990234375,305.739990234375,305.739990234375,0.0,65536,0,101.0
2023-03-01,2023-03-02,304.57000732421875,304.57000732421875,304.57000732421875,0.0,65536,0,101.0
2023-03-01,2023-03-02,307.8500061035156,307.8500061035156,307.8500061035156,0.0,65536,0,101.0
2023-03-01,2023-03-02,306.95001220703125,306.95001220703125,306.95001220703125,0.0,65536,0,101.0
2023-03-01,2023-03-02,306.4700012207031,306.4700012207031,306.4700012207031,0.0,65536,0,101.0
2023-03-01,2023-03-02,306.7200012207031,306.7200012207031,306.7200012207031,0.0,65536,0,101.0
2023-03-01,2023-03-02,305.1600036621094,305.1600036621094,305.1600036621094,0.0,65536,0,101.0
2023-03-01,2023-03-02,305.2699890136719,305.2699890136719,305.2699890136719,0.0,65536,0,101.0
2023-03-01,2023-03-02,306.6000061035156,306.6000061035156,306.6000061035156,0.0,65536,0,101.0
2023-03-01,2023-03-02,305.79998779296875,305.79998779296875,305.79998779296875,0.0,65536,0,101.0
2023-03-01,2023-03-02,304.6700134277344,304.6700134277344,304.6700134277344,0.0,65536,0,101.0
2023-03-01,2023-03-02,306.239990234375,306.239990234375,306.239990234375,0.0,65536,0,101.0
2023-03-01,2023-03-02,304.1600036621094,304.1600036621094,304.1600036621094,0.0,65536,0,101.0
2023-03-01,2023-03-02,303.9700012207031,303.9700012207031,303.9700012207031,0.0,65536,0,101.0
2023-03-01,2023-03-02,304.3800048828125,304.3800048828125,304.3800048828125,0.0,65536,0,101.0
2023-03-01,2023-03-02,308.8800048828125,308.8800048828125,308.8800048828125,0.0,65536,0,101.0
2023-03-01,2023-03-02,308.6099853515625,308.6099853515625,308.6099853515625,0.0,65536,0,101.0
2023-03-01,2023-03-02,309.42999267578125,309.42999267578125,309.42999267578125,0.0,65536,0,101.0
2023-03-01,2023-03-02,303.9700012207031,303.9700012207031,303.9700012207031,0.0,65536,0,101.0
2023-03-01,2023-03-02,304.9100036621094,304.9100036621094,304.9100036621094,0.0,65536,0,102.0
2023-03-01,2023-03-02,306.5799865722656,306.5799865722656,306.5799865722656,0.0,65536,0,102.0
2023-03-01,2023-03-02,303.5299987792969,303.5299987792969,303.5299987792969,0.0,65536,0,102.0
2023-03-01,2023-03-02,304.07000732421875,304.07000732421875,304.07000732421875,0.0,65536,0,102.0
2023-03-01,2023-03-02,302.92999267578125,302.92999267578125,302.92999267578125,0.0,65536,0,102.0
2023-03-01,2023-03-02,306.19000244140625,306.19000244140625,306.19000244140625,0.0,65536,0,102.0
2023-03-01,2023-03-02,304.8800048828125,304.8800048828125,304.8800048828125,0.0,65536,0,102.0
2023-03-01,2023-03-02,307.5899963378906,307.5899963378906,307.5899963378906,0.0,65536,0,102.0
2023-03-01,2023-03-02,306.07000732421875,306.07000732421875,306.07000732421875,0.0,65536,0,102.0
2023-03-01,2023-03-02,313.2900085449219,313.2900085449219,313.2900085449219,0.0,65536,0,102.0
2023-03-01,2023-03-02,304.30999755859375,304.30999755859375,304.30999755859375,0.0,65536,0,102.0
2023-03-01,2023-03-02,304.6400146484375,304.6400146484375,304.6400146484375,0.0,65536,0,102.0
2023-03-01,2023-03-02,306.25,306.25,306.25,0.0,65536,0,102.0
2023-03-01,2023-03-02,305.8399963378906,305.8399963378906,305.8399963378906,0.0,65536,0,102.0
2023-03-01,2023-03-02,303.1600036621094,303.1600036621094,303.1600036621094,0.0,65536,0,102.0
2023-03-01,2023-03-02,302.989990234375,302.989990234375,302.989990234375,0.0,65536,0,102.0
2023-03-01,2023-03-02,308.0400085449219,308.0400085449219,308.0400085449219,0.0,65536,0,102.0
2023-03-01,2023-03-02,305.8800048828125,305.8800048828125,305.8800048828125,0.0,65536,0,102.0
2023-03-01,2023-03-02,305.2699890136719,305.2699890136719,305.2699890136719,0.0,65536,0,102.0
2023-03-01,2023-03-02,311.8699951171875,311.8699951171875,311.8699951171875,0.0,65536,0,102.0
2023-03-01,2023-03-02,307.8699951171875,307.8699951171875,307.8699951171875,0.0,65536,0,102.0
2023-03-01,2023-03-02,303.92999267578125,303.92999267578125,303.92999267578125,0.0,65536,0,102.0
2023-03-01,2023-03-02,312.0899963378906,312.0899963378906,312.0899963378906,0.0,65536,0,102.0
2023-03-01,2023-03-02,306.4200134277344,306.4200134277344,306.4200134277344,0.0,65536,0,102.0
2023-03-01,2023-03-02,307.1300048828125,308.8900146484375,307.2537555694592,0.4499868715347806,65536,0,102.0
2023-03-01,2023-03-02,306.6499938964844,306.6499938964844,306.6499938964844,0.0,65536,0,102.0
2023-03-01,2023-03-02,305.94000244140625,305.94000244140625,305.94000244140625,0.0,65536,0,102.0
2023-03-01,2023-03-02,304.2799987792969,304.2799987792969,304.2799987792969,0.0,65536,0,102.0
2023-03-01,2023-03-02,304.32000732421875,304.32000732421875,304.32000732421875,0.0,65536,0,102.0
2023-03-01,2023-03-02,306.0899963378906,306.0899963378906,306.0899963378906,0.0,65536,0,102.0
2023-03-01,2023-03-02,305.3399963378906,306.1700134277344,306.01114296913374,0.32653540863811525,65536,0,102.0
2023-03-01,2023-03-02,303.3399963378906,303.3399963378906,303.3399963378906,0.0,65536,0,102.0
2023-03-01,2023-03-02,305.3299865722656,305.3299865722656,305.3299865722656,0.0,65536,0,102.0
2023-03-01,2023-03-02,305.05999755859375,305.05999755859375,305.05999755859375,0.0,65536,0,102.0
2023-03-01,2023-03-02,303.6300048828125,303.6300048828125,303.6300048828125,0.0,65536,0,102.0
2023-03-01,2023-03-02,305.32000732421875,305.32000732421875,305.32000732421875,0.0,65536,0,102.0
2023-03-01,2023-03-02,302.3599853515625,302.3599853515625,302.3599853515625,0.0,65536,0,102.0
2023-03-01,2023-03-02,302.8599853515625,302.8699951171875,302.86229228973343,0.004215441457351364,65536,0,102.0
2023-03-01,2023-03-02,302.8299865722656,302.8299865722656,302.8299865722656,0.0,65536,0,102.0
2023-03-01,2023-03-02,305.70001220703125,305.70001220703125,305.70001220703125,0.0,65536,0,102.0
2023-03-01,2023-03-02,306.6199951171875,306.6199951171875,306.6199951171875,0.0,65536,0,102.0
2023-03-01,2023-03-02,304.3800048828125,304.3800048828125,304.3800048828125,0.0,65536,0,102.0
2023-03-01,2023-03-02,304.7300109863281,304.7300109863281,304.7300109863281,0.0,65536,0,102.0
2023-03-01,2023-03-02,313.489990234375,313.489990234375,313.489990234375,0.0,65536,0,102.0
2023-03-01,2023-03-02,306.44000244140625,306.44000244140625,306.44000244140625,0.0,65536,0,102.0
2023-03-01,2023-03-02,303.05999755859375,303.05999755859375,303.05999755859375,0.0,65536,0,102.0
2023-03-01,2023-03-02,305.57000732421875,305.57000732421875,305.57000732421875,0.0,65536,0,102.0
2023-03-01,2023-03-02,305.5,305.5,305.5,0.0,65536,0,102.0
2023-03-01,2023-03-02,308.7099914550781,308.7099914550781,308.7099914550781,0.0,65536,0,102.0
2023-03-01,2023-03-02,304.80999755859375,304.80999755859375,304.80999755859375,0.0,65536,0,102.0
2023-03-01,2023-03-02,303.94000244140625,303.94000244140625,303.94000244140625,0.0,65536,0,102.0
2023-03-01,2023-03-02,305.0199890136719,305.0199890136719,305.0199890136719,0.0,65536,0,102.0
2023-03-01,2023-03-02,312.6700134277344,312.6700134277344,312.6700134277344,0.0,65536,0,102.0
2023-03-01,2023-03-02,308.42999267578125,308.42999267578125,308.42999267578125,0.0,65536,0,102.0
2023-03-01,2023-03-02,304.05999755859375,304.05999755859375,304.05999755859375,0.0,65536,0,102.0
2023-03-01,2023-03-02,304.42999267578125,304.42999267578125,304.42999267578125,0.0,65536,0,102.0
2023-03-01,2023-03-02,304.9599914550781,304.9599914550781,304.9599914550781,0.0,65536,0,102.0
2023-03-01,2023-03-02,302.6300048828125,302.6300048828125,302.6300048828125,0.0,65536,0,102.0
2023-03-01,2023-03-02,306.0199890136719,306.0199890136719,306.0199890136719,0.0,65536,0,102.0
2023-03-01,2023-03-02,303.7099914550781,303.7099914550781,303.7099914550781,0.0,65536,0,102.0
2023-03-01,2023-03-02,306.04998779296875,306.04998779296875,306.04998779296875,0.0,65536,0,102.0
2023-03-01,2023-03-02,311.3800048828125,311.3800048828125,311.3800048828125,0.0,65536,0,102.0
2023-03-01,2023-03-02,305.29998779296875,305.29998779296875,305.29998779296875,0.0,65536,0,102.0
2023-03-01,2023-03-02,304.1600036621094,304.1600036621094,304.1600036621094,0.0,65536,0,102.0
2023-03-01,2023-03-02,305.2799987792969,305.2799987792969,305.2799987792969,0.0,65536,0,102.0
2023-03-01,2023-03-02,308.42999267578125,308.42999267578125,308.42999267578125,0.0,65536,0,102.0
2023-03-01,2023-03-02,308.19000244140625,308.19000244140625,308.19000244140625,0.0,65536,0,102.0
2023-03-01,2023-03-02,305.75,305.75,305.75,0.0,65536,0,102.0
2023-03-01,2023-03-02,302.4800109863281,302.4800109863281,302.4800109863281,0.0,65536,0,102.0
2023-03-01,2023-03-02,308.9800109863281,308.9800109863281,308.9800109863281,0.0,65536,0,102.0
2023-03-01,2023-03-02,307.0299987792969,307.0299987792969,307.0299987792969,0.0,65536,0,102.0
2023-03-01,2023-03-02,304.30999755859375,304.30999755859375,304.30999755859375,0.0,65536,0,102.0
2023-03-01,2023-03-02,303.5400085449219,306.0400085449219,305.88375854492347,0.6051536478446613,65536,0,102.0
2023-03-01,2023-03-02,311.2799987792969,311.2799987792969,311.2799987792969,0.0,65536,0,102.0
2023-03-01,2023-03-02,310.17999267578125,310.17999267578125,310.17999267578125,0.0,65536,0,102.0
2023-03-01,2023-03-02,306.239990234375,306.239990234375,306.239990234375,0.0,65536,0,102.0
2023-03-01,2023-03-02,305.94000244140625,305.94000244140625,305.94000244140625,0.0,65536,0,102.0
2023-03-01,2023-03-02,308.79998779296875,308.79998779296875,308.79998779296875,0.0,65536,0,102.0
2023-03-01,2023-03-02,306.2799987792969,306.2799987792969,306.2799987792969,0.0,65536,0,102.0
2023-03-01,2023-03-02,312.9100036621094,312.9100036621094,312.9100036621094,0.0,65536,0,102.0
2023-03-01,2023-03-02,313.8399963378906,313.8399963378906,313.8399963378906,0.0,65536,0,102.0
2023-03-01,2023-03-02,303.6199951171875,303.6199951171875,303.6199951171875,0.0,65536,0,102.0
2023-03-01,2023-03-02,311.94000244140625,311.94000244140625,311.94000244140625,0.0,65536,0,102.0
2023-03-01,2023-03-02,305.1400146484375,305.1400146484375,305.1400146484375,0.0,65536,0,102.0
2023-03-01,2023-03-02,306.3699951171875,306.3699951171875,306.3699951171875,0.0,65536,0,102.0
2023-03-01,2023-03-02,306.8999938964844,306.8999938964844,306.8999938964844,0.0,65536,0,102.0
2023-03-01,2023-03-02,306.1400146484375,306.1400146484375,306.1400146484375,0.0,65536,0,102.0
2023-03-01,2023-03-02,302.94000244140625,302.94000244140625,302.94000244140625,0.0,65536,0,102.0
2023-03-01,2023-03-02,304.0199890136719,304.0199890136719,304.0199890136719,0.0,65536,0,102.0
2023-03-01,2023-03-02,311.3999938964844,311.3999938964844,311.3999938964844,0.0,65536,0,102.0
2023-03-01,2023-03-02,310.6000061035156,310.6000061035156,310.6000061035156,0.0,65536,0,102.0
2023-03-01,2023-03-02,304.55999755859375,304.55999755859375,304.55999755859375,0.0,65536,0,102.0
2023-03-01,2023-03-02,304.6700134277344,304.6700134277344,304.6700134277344,0.0,65536,0,102.0
2023-03-01,2023-03-02,304.4800109863281,304.4800109863281,304.4800109863281,0.0,65536,0,102.0
2023-03-01,2023-03-02,306.2699890136719,306.2699890136719,306.2699890136719,0.0,65536,0,102.0
2023-03-01,2023-03-02,310.5,310.5,310.5,0.0,65536,0,102.0
2023-03-01,2023-03-02,308.8299865722656,308.8299865722656,308.8299865722656,0.0,65536,0,102.0
2023-03-01,2023-03-02,310.8900146484375,310.8900146484375,310.8900146484375,0.0,65536,0,102.0
2023-03-01,2023-03-02,306.9200134277344,306.9200134277344,306.9200134277344,0.0,65536,0,102.0
2023-03-01,2023-03-02,307.8699951171875,307.8699951171875,307.8699951171875,0.0,65536,0,102.0
2023-03-01,2023-03-02,301.54998779296875,301.54998779296875,301.54998779296875,0.0,65536,0,103.0
2023-03-01,2023-03-02,305.4200134277344,305.4200134277344,305.4200134277344,0.0,65536,0,103.0
2023-03-01,2023-03-02,303.6600036621094,303.6600036621094,303.6600036621094,0.0,65536,0,103.0
2023-03-01,2023-03-02,303.4800109863281,303.4800109863281,303.4800109863281,0.0,65536,0,103.0
2023-03-01,2023-03-02,303.9100036621094,303.9100036621094,303.9100036621094,0.0,65536,0,103.0
2023-03-01,2023-03-02,305.2699890136719,305.2699890136719,305.2699890136719,0.0,65536,0,103.0
2023-03-01,2023-03-02,307.45001220703125,307.45001220703125,307.45001220703125,0.0,65536,0,103.0
2023-03-01,2023-03-02,307.57000732421875,307.57000732421875,307.57000732421875,0.0,65536,0,103.0
2023-03-01,2023-03-02,304.1600036621094,304.1600036621094,304.1600036621094,0.0,65536,0,103.0
2023-03-01,2023-03-02,304.4700012207031,304.4700012207031,304.4700012207031,0.0,65536,0,103.0
2023-03-01,2023-03-02,308.3800048828125,308.3800048828125,308.3800048828125,0.0,65536,0,103.0
2023-03-01,2023-03-02,308.8599853515625,308.8599853515625,308.8599853515625,0.0,65536,0,103.0
2023-03-01,2023-03-02,307.5,307.5,307.5,0.0,65536,0,103.0
2023-03-01,2023-03-02,302.6300048828125,302.6300048828125,302.6300048828125,0.0,65536,0,103.0
2023-03-01,2023-03-02,303.6199951171875,303.6199951171875,303.6199951171875,0.0,65536,0,103.0
2023-03-01,2023-03-02,309.3299865722656,309.3299865722656,309.3299865722656,0.0,65536,0,103.0
2023-03-01,2023-03-02,304.32000732421875,304.32000732421875,304.32000732421875,0.0,65536,0,103.0
2023-03-01,2023-03-02,303.94000244140625,303.94000244140625,303.94000244140625,0.0,65536,0,103.0
2023-03-01,2023-03-02,305.1300048828125,305.1300048828125,305.1300048828125,0.0,65536,0,103.0
2023-03-01,2023-03-02,307.75,307.75,307.75,0.0,65536,0,103.0
2023-03-01,2023-03-02,311.260009765625,311.260009765625,311.260009765625,0.0,65536,0,103.0
2023-03-01,2023-03-02,306.8800048828125,306.8800048828125,306.8800048828125,0.0,65536,0,103.0
2023-03-01,2023-03-02,305.94000244140625,305.94000244140625,305.94000244140625,0.0,65536,0,103.0
2023-03-01,2023-03-02,308.55999755859375,308.55999755859375,308.55999755859375,0.0,65536,0,103.0
2023-03-01,2023-03-02,310.1499938964844,310.1499938964844,310.1499938964844,0.0,65536,0,103.0
2023-03-01,2023-03-02,308.32000732421875,308.32000732421875,308.32000732421875,0.0,65536,0,103.0
2023-03-01,2023-03-02,309.739990234375,309.739990234375,309.739990234375,0.0,65536,0,103.0
2023-03-01,2023-03-02,305.5400085449219,305.5400085449219,305.5400085449219,0.0,65536,0,103.0
2023-03-01,2023-03-02,310.7900085449219,310.7900085449219,310.7900085449219,0.0,65536,0,103.0
2023-03-01,2023-03-02,307.7699890136719,307.7699890136719,307.7699890136719,0.0,65536,0,103.0
2023-03-01,2023-03-02,308.92999267578125,308.92999267578125,308.92999267578125,0.0,65536,0,103.0
2023-03-01,2023-03-02,306.17999267578125,306.17999267578125,306.17999267578125,0.0,65536,0,103.0
2023-03-01,2023-03-02,304.2699890136719,304.2699890136719,304.2699890136719,0.0,65536,0,103.0
2023-03-01,2023-03-02,305.0899963378906,305.0899963378906,305.0899963378906,0.0,65536,0,103.0
2023-03-01,2023-03-02,305.0799865722656,305.0799865722656,305.0799865722656,0.0,65536,0,103.0
2023-03-01,2023-03-02,306.8399963378906,306.8399963378906,306.8399963378906,0.0,65536,0,103.0
2023-03-01,2023-03-02,302.4599914550781,302.4599914550781,302.4599914550781,0.0,65536,0,103.0
2023-03-01,2023-03-02,306.0400085449219,306.0400085449219,306.0400085449219,0.0,65536,0,103.0
2023-03-01,2023-03-02,304.9700012207031,304.9700012207031,304.9700012207031,0.0,65536,0,103.0
2023-03-01,2023-03-02,304.1300048828125,304.1300048828125,304.1300048828125,0.0,65536,0,103.0
2023-03-01,2023-03-02,307.5199890136719,307.5199890136719,307.5199890136719,0.0,65536,0,103.0
2023-03-01,2023-03-02,308.3299865722656,308.3299865722656,308.3299865722656,0.0,65536,0,103.0
2023-03-01,2023-03-02,308.4599914550781,308.4599914550781,308.4599914550781,0.0,65536,0,103.0
2023-03-01,2023-03-02,304.0799865722656,304.0799865722656,304.0799865722656,0.0,65536,0,103.0
2023-03-01,2023-03-02,310.989990234375,310.989990234375,310.989990234375,0.0,65536,0,103.0
2023-03-01,2023-03-02,304.92999267578125,304.92999267578125,304.92999267578125,0.0,65536,0,103.0
2023-03-01,2023-03-02,303.3299865722656,303.3299865722656,303.3299865722656,0.0,65536,0,103.0
2023-03-01,2023-03-02,307.4700012207031,307.4700012207031,307.4700012207031,0.0,65536,0,103.0
2023-03-01,2023-03-02,306.1499938964844,306.1499938964844,306.1499938964844,0.0,65536,0,103.0
2023-03-01,2023-03-02,304.4800109863281,304.4800109863281,304.4800109863281,0.0,65536,0,103.0
2023-03-01,2023-03-02,308.67999267578125,308.67999267578125,308.67999267578125,0.0,65536,0,103.0
2023-03-01,2023-03-02,306.739990234375,306.739990234375,306.739990234375,0.0,65536,0,103.0
2023-03-01,2023-03-02,306.5899963378906,306.5899963378906,306.5899963378906,0.0,65536,0,103.0
2023-03-01,2023-03-02,309.6499938964844,309.6499938964844,309.6499938964844,0.0,65536,0,103.0
2023-03-01,2023-03-02,302.9599914550781,302.9599914550781,302.9599914550781,0.0,65536,0,103.0
2023-03-01,2023-03-02,310.1000061035156,310.1000061035156,310.1000061035156,0.0,65536,0,103.0
2023-03-01,2023-03-02,315.07000732421875,315.07000732421875,315.07000732421875,0.0,65536,0,103.0
2023-03-01,2023-03-02,309.92999267578125,309.92999267578125,309.92999267578125,0.0,65536,0,103.0
2023-03-01,2023-03-02,310.5799865722656,310.5799865722656,310.5799865722656,0.0,65536,0,103.0
2023-03-01,2023-03-02,303.5799865722656,303.5799865722656,303.5799865722656,0.0,65536,0,103.0
2023-03-01,2023-03-02,308.5799865722656,308.5799865722656,308.5799865722656,0.0,65536,0,103.0
2023-03-01,2023-03-02,305.2200012207031,305.2200012207031,305.2200012207031,0.0,65536,0,103.0
2023-03-01,2023-03-02,307.57000732421875,307.57000732421875,307.57000732421875,0.0,65536,0,103.0
2023-03-01,2023-03-02,306.69000244140625,306.69000244140625,306.69000244140625,0.0,65536,0,103.0
2023-03-01,2023-03-02,304.8800048828125,304.8800048828125,304.8800048828125,0.0,65536,0,103.0
2023-03-01,2023-03-02,306.5799865722656,306.5799865722656,306.5799865722656,0.0,65536,0,103.0
2023-03-01,2023-03-02,308.739990234375,308.739990234375,308.739990234375,0.0,65536,0,103.0
2023-03-01,2023-03-02,305.0799865722656,305.0799865722656,305.0799865722656,0.0,65536,0,103.0
2023-03-01,2023-03-02,305.5400085449219,305.5400085449219,305.5400085449219,0.0,65536,0,103.0
2023-03-01,2023-03-02,311.5,311.5,311.5,0.0,65536,0,103.0
2023-03-01,2023-03-02,304.4700012207031,304.4700012207031,304.4700012207031,0.0,65536,0,103.0
2023-03-01,2023-03-02,303.07000732421875,303.07000732421875,303.07000732421875,0.0,65536,0,103.0
2023-03-01,2023-03-02,305.3999938964844,305.3999938964844,305.3999938964844,0.0,65536,0,103.0
