interval_from,interval_to,LST,land_type,land_class,elev_class
2023-03-01,2023-03-02,311.8699951171875,102.0,10.0,2.0
2023-03-01,2023-03-02,307.8699951171875,102.0,10.0,2.0
2023-03-01,2023-03-02,303.92999267578125,102.0,10.0,2.0
2023-03-01,2023-03-02,312.0899963378906,102.0,10.0,2.0
2023-03-01,2023-03-02,306.4200134277344,102.0,10.0,2.0
2023-03-01,2023-03-02,307.2537555694592,102.0,10.0,2.0
2023-03-01,2023-03-02,306.6499938964844,102.0,10.0,2.0
2023-03-01,2023-03-02,305.94000244140625,102.0,10.0,2.0
2023-03-01,2023-03-02,304.2799987792969,102.0,10.0,2.0
2023-03-01,2023-03-02,304.32000732421875,102.0,10.0,2.0
2023-03-01,2023-03-02,306.0899963378906,102.0,10.0,2.0
2023-03-01,2023-03-02,306.01114296913374,102.0,10.0,2.0
2023-03-01,2023-03-02,303.3399963378906,102.0,10.0,2.0
2023-03-01,2023-03-02,305.3299865722656,102.0,10.0,2.0
2023-03-01,2023-03-02,305.05999755859375,102.0,10.0,2.0
2023-03-01,2023-03-02,303.6300048828125,102.0,10.0,2.0
2023-03-01,2023-03-02,305.32000732421875,102.0,10.0,2.0
2023-03-01,2023-03-02,302.3599853515625,102.0,10.0,2.0
2023-03-01,2023-03-02,302.86229228973343,102.0,10.0,2.0
2023-03-01,2023-03-02,302.8299865722656,102.0,10.0,2.0
2023-03-01,2023-03-02,305.70001220703125,102.0,10.0,2.0
2023-03-01,2023-03-02,306.6199951171875,102.0,10.0,2.0
2023-03-01,2023-03-02,304.3800048828125,102.0,10.0,2.0
2023-03-01,2023-03-02,304.7300109863281,102.0,10.0,2.0
2023-03-01,2023-03-02,313.489990234375,102.0,10.0,2.0
2023-03-01,2023-03-02,306.44000244140625,102.0,10.0,2.0
2023-03-01,2023-03-02,303.05999755859375,102.0,10.0,2.0
2023-03-01,2023-03-02,305.57000732421875,102.0,10.0,2.0
2023-03-01,2023-03-02,305.5,102.0,10.0,2.0
2023-03-01,2023-03-02,308.7099914550781,102.0,10.0,2.0
2023-03-01,2023-03-02,304.80999755859375,102.0,10.0,2.0
2023-03-01,2023-03-02,303.94000244140625,102.0,10.0,2.0
2023-03-01,2023-03-02,305.0199890136719,102.0,10.0,2.0
2023-03-01,2023-03-02,312.6700134277344,102.0,10.0,2.0
2023-03-01,2023-03-02,308.42999267578125,102.0,10.0,2.0
2023-03-01,2023-03-02,304.05999755859375,102.0,10.0,2.0
2023-03-01,2023-03-02,304.42999267578125,102.0,10.0,2.0
2023-03-01,2023-03-02,304.9599914550781,102.0,10.0,2.0
2023-03-01,2023-03-02,302.6300048828125,102.0,10.0,2.0
2023-03-01,2023-03-02,306.0199890136719,102.0,10.0,2.0
2023-03-01,2023-03-02,303.7099914550781,102.0,10.0,2.0
2023-03-01,2023-03-02,306.04998779296875,102.0,10.0,2.0
2023-03-01,2023-03-02,311.3800048828125,102.0,10.0,2.0
2023-03-01,2023-03-02,305.29998779296875,102.0,10.0,2.0
2023-03-01,2023-03-02,304.1600036621094,102.0,10.0,2.0
2023-03-01,2023-03-02,305.2799987792969,102.0,10.0,2.0
2023-03-01,2023-03-02,308.42999267578125,102.0,10.0,2.0
2023-03-01,2023-03-02,308.19000244140625,102.0,10.0,2.0
2023-03-01,2023-03-02,305.75,102.0,10.0,2.0
2023-03-01,2023-03-02,302.4800109863281,102.0,10.0,2.0
2023-03-01,2023-03-02,308.9800109863281,102.0,10.0,2.0
2023-03-01,2023-03-02,307.0299987792969,102.0,10.0,2.0
2023-03-01,2023-03-02,304.30999755859375,102.0,10.0,2.0
2023-03-01,2023-03-02,305.88375854492347,102.0,10.0,2.0
2023-03-01,2023-03-02,311.2799987792969,102.0,10.0,2.0
2023-03-01,2023-03-02,310.17999267578125,102.0,10.0,2.0
2023-03-01,2023-03-02,306.239990234375,102.0,10.0,2.0
2023-03-01,2023-03-02,305.94000244140625,102.0,10.0,2.0
2023-03-01,2023-03-02,308.79998779296875,102.0,10.0,2.0
2023-03-01,2023-03-02,306.2799987792969,102.0,10.0,2.0
2023-03-01,2023-03-02,312.9100036621094,102.0,10.0,2.0
2023-03-01,2023-03-02,313.8399963378906,102.0,10.0,2.0
2023-03-01,2023-03-02,303.6199951171875,102.0,10.0,2.0
2023-03-01,2023-03-02,311.94000244140625,102.0,10.0,2.0
2023-03-01,2023-03-02,305.1400146484375,102.0,10.0,2.0
2023-03-01,2023-03-02,306.3699951171875,102.0,10.0,2.0
2023-03-01,2023-03-02,306.8999938964844,102.0,10.0,2.0
2023-03-01,2023-03-02,306.1400146484375,102.0,10.0,2.0
2023-03-01,2023-03-02,302.94000244140625,102.0,10.0,2.0
2023-03-01,2023-03-02,304.0199890136719,102.0,10.0,2.0
2023-03-01,2023-03-02,311.3999938964844,102.0,10.0,2.0
2023-03-01,2023-03-02,310.6000061035156,102.0,10.0,2.0
2023-03-01,2023-03-02,304.55999755859375,102.0,10.0,2.0
2023-03-01,2023-03-02,304.6700134277344,102.0,10.0,2.0
2023-03-01,2023-03-02,304.4800109863281,102.0,10.0,2.0
2023-03-01,2023-03-02,306.2699890136719,102.0,10.0,2.0
2023-03-01,2023-03-02,310.5,102.0,10.0,2.0
2023-03-01,2023-03-02,308.8299865722656,102.0,10.0,2.0
2023-03-01,2023-03-02,310.8900146484375,102.0,10.0,2.0
2023-03-01,2023-03-02,306.9200134277344,102.0,10.0,2.0
2023-03-01,2023-03-02,307.8699951171875,102.0,10.0,2.0
2023-03-01,2023-03-02,301.54998779296875,103.0,10.0,3.0
2023-03-01,2023-03-02,305.4200134277344,103.0,10.0,3.0
2023-03-01,2023-03-02,303.6600036621094,103.0,10.0,3.0
2023-03-01,2023-03-02,303.4800109863281,103.0,10.0,3.0
2023-03-01,2023-03-02,303.9100036621094,103.0,10.0,3.0
2023-03-01,2023-03-02,305.2699890136719,103.0,10.0,3.0
2023-03-01,2023-03-02,307.45001220703125,103.0,10.0,3.0
2023-03-01,2023-03-02,307.57000732421875,103.0,10.0,3.0
2023-03-01,2023-03-02,304.1600036621094,103.0,10.0,3.0
2023-03-01,2023-03-02,304.4700012207031,103.0,10.0,3.0
2023-03-01,2023-03-02,308.3800048828125,103.0,10.0,3.0
2023-03-01,2023-03-02,308.8599853515625,103.0,10.0,3.0
2023-03-01,2023-03-02,307.5,103.0,10.0,3.0
2023-03-01,2023-03-02,302.6300048828125,103.0,10.0,3.0
2023-03-01,2023-03-02,303.6199951171875,103.0,10.0,3.0
2023-03-01,2023-03-02,309.3299865722656,103.0,10.0,3.0
2023-03-01,2023-03-02,304.32000732421875,103.0,10.0,3.0
2023-03-01,2023-03-02,303.94000244140625,103.0,10.0,3.0
2023-03-01,2023-03-02,305.1300048828125,103.0,10.0,3.0
2023-03-01,2023-03-02,307.75,103.0,10.0,3.0
2023-03-01,2023-03-02,311.260009765625,103.0,10.0,3.0
2023-03-01,2023-03-02,306.8800048828125,103.0,10.0,3.0
2023-03-01,2023-03-02,305.94000244140625,103.0,10.0,3.0
2023-03-01,2023-03-02,308.55999755859375,103.0,10.0,3.0
2023-03-01,2023-03-02,310.1499938964844,103.0,10.0,3.0
2023-03-01,2023-03-02,308.32000732421875,103.0,10.0,3.0
2023-03-01,2023-03-02,309.739990234375,103.0,10.0,3.0
2023-03-01,2023-03-02,305.5400085449219,103.0,10.0,3.0
2023-03-01,2023-03-02,310.7900085449219,103.0,10.0,3.0
2023-03-01,2023-03-02,307.7699890136719,103.0,10.0,3.0
2023-03-01,2023-03-02,308.92999267578125,103.0,10.0,3.0
2023-03-01,2023-03-02,306.17999267578125,103.0,10.0,3.0
2023-03-01,2023-03-02,304.2699890136719,103.0,10.0,3.0
2023-03-01,2023-03-02,305.0899963378906,103.0,10.0,3.0
2023-03-01,2023-03-02,305.0799865722656,103.0,10.0,3.0
2023-03-01,2023-03-02,306.8399963378906,103.0,10.0,3.0
2023-03-01,2023-03-02,302.4599914550781,103.0,10.0,3.0
2023-03-01,2023-03-02,306.0400085449219,103.0,10.0,3.0
2023-03-01,2023-03-02,304.9700012207031,103.0,10.0,3.0
2023-03-01,2023-03-02,304.1300048828125,103.0,10.0,3.0
2023-03-01,2023-03-02,307.5199890136719,103.0,10.0,3.0
2023-03-01,2023-03-02,308.3299865722656,103.0,10.0,3.0
2023-03-01,2023-03-02,308.4599914550781,103.0,10.0,3.0
2023-03-01,2023-03-02,304.0799865722656,103.0,10.0,3.0
2023-03-01,2023-03-02,310.989990234375,103.0,10.0,3.0
2023-03-01,2023-03-02,304.92999267578125,103.0,10.0,3.0
2023-03-01,2023-03-02,303.3299865722656,103.0,10.0,3.0
2023-03-01,2023-03-02,307.4700012207031,103.0,10.0,3.0
2023-03-01,2023-03-02,306.1499938964844,103.0,10.0,3.0
2023-03-01,2023-03-02,304.4800109863281,103.0,10.0,3.0
2023-03-01,2023-03-02,308.67999267578125,103.0,10.0,3.0
2023-03-01,2023-03-02,306.739990234375,103.0,10.0,3.0
2023-03-01,2023-03-02,306.5899963378906,103.0,10.0,3.0
2023-03-01,2023-03-02,309.6499938964844,103.0,10.0,3.0
2023-03-01,2023-03-02,302.9599914550781,103.0,10.0,3.0
2023-03-01,2023-03-02,310.1000061035156,103.0,10.0,3.0
2023-03-01,2023-03-02,315.07000732421875,103.0,10.0,3.0
2023-03-01,2023-03-02,309.92999267578125,103.0,10.0,3.0
2023-03-01,2023-03-02,310.5799865722656,103.0,10.0,3.0
2023-03-01,2023-03-02,303.5799865722656,103.0,10.0,3.0
2023-03-01,2023-03-02,308.5799865722656,103.0,10.0,3.0
2023-03-01,2023-03-02,305.2200012207031,103.0,10.0,3.0
2023-03-01,2023-03-02,307.57000732421875,103.0,10.0,3.0
2023-03-01,2023-03-02,306.69000244140625,103.0,10.0,3.0
2023-03-01,2023-03-02,304.8800048828125,103.0,10.0,3.0
2023-03-01,2023-03-02,306.5799865722656,103.0,10.0,3.0
2023-03-01,2023-03-02,308.739990234375,103.0,10.0,3.0
2023-03-01,2023-03-02,305.0799865722656,103.0,10.0,3.0
2023-03-01,2023-03-02,305.5400085449219,103.0,10.0,3.0
2023-03-01,2023-03-02,311.5,103.0,10.0,3.0
2023-03-01,2023-03-02,304.4700012207031,103.0,10.0,3.0
2023-03-01,2023-03-02,303.07000732421875,103.0,10.0,3.0
2023-03-01,2023-03-02,305.3999938964844,103.0,10.0,3.0
2023-03-01,2023-03-02,307.2300109863281,103.0,10.0,3.0
2023-03-01,2023-03-02,308.8800048828125,103.0,10.0,3.0
2023-03-01,2023-03-02,309.0799865722656,103.0,10.0,3.0
2023-03-01,2023-03-02,305.45001220703125,103.0,10.0,3.0
2023-03-01,2023-03-02,303.7200012207031,103.0,10.0,3.0
2023-03-01,2023-03-02,304.989990234375,103.0,10.0,3.0
2023-03-01,2023-03-02,309.7300109863281,103.0,10.0,3.0
2023-03-01,2023-03-02,305.8900146484375,103.0,10.0,3.0
2023-03-01,2023-03-02,307.7900085449219,103.0,10.0,3.0
2023-03-01,2023-03-02,306.17999267578125,103.0,10.0,3.0
2023-03-01,2023-03-02,307.3500061035156,103.0,10.0,3.0
2023-03-01,2023-03-02,303.6400146484375,103.0,10.0,3.0
2023-03-01,2023-03-02,309.5299987792969,103.0,10.0,3.0
2023-03-01,2023-03-02,309.29998779296875,103.0,10.0,3.0
2023-03-01,2023-03-02,302.010009765625,103.0,10.0,3.0
2023-03-01,2023-03-02,304.739990234375,103.0,10.0,3.0
2023-03-01,2023-03-02,304.2699890136719,103.0,10.0,3.0
2023-03-01,2023-03-02,306.7699890136719,103.0,10.0,3.0
2023-03-01,2023-03-02,309.1300048828125,103.0,10.0,3.0
2023-03-01,2023-03-02,306.75,103.0,10.0,3.0
2023-03-01,2023-03-02,305.69000244140625,103.0,10.0,3.0
2023-03-01,2023-03-02,306.70001220703125,103.0,10.0,3.0
2023-03-01,2023-03-02,308.1000061035156,103.0,10.0,3.0
2023-03-01,2023-03-02,306.8699951171875,103.0,10.0,3.0
2023-03-01,2023-03-02,310.92999267578125,103.0,10.0,3.0
2023-03-01,2023-03-02,308.6099853515625,103.0,10.0,3.0
2023-03-01,2023-03-02,303.1700134277344,103.0,10.0,3.0
2023-03-01,2023-03-02,304.6400146484375,104.0,10.0,4.0
2023-03-01,2023-03-02,307.0199890136719,104.0,10.0,4.0
2023-03-01,2023-03-02,304.4100036621094,104.0,10.0,4.0
2023-03-01,2023-03-02,302.3299865722656,104.0,10.0,4.0
2023-03-01,2023-03-02,301.8699951171875,104.0,10.0,4.0
2023-03-01,2023-03-02,301.7099914550781,104.0,10.0,4.0
2023-03-01,2023-03-02,306.7900085449219,104.0,10.0,4.0
2023-03-01,2023-03-02,303.4200134277344,104.0,10.0,4.0
2023-03-01,2023-03-02,305.70001220703125,104.0,10.0,4.0
2023-03-01,2023-03-02,303.6400146484375,104.0,10.0,4.0
2023-03-01,2023-03-02,298.82000732421875,104.0,10.0,4.0
2023-03-01,2023-03-02,303.739990234375,104.0,10.0,4.0
2023-03-01,2023-03-02,305.07000732421875,104.0,10.0,4.0
2023-03-01,2023-03-02,301.1700134277344,104.0,10.0,4.0
2023-03-01,2023-03-02,305.6400146484375,104.0,10.0,4.0
2023-03-01,2023-03-02,306.8800048828125,104.0,10.0,4.0
2023-03-01,2023-03-02,302.44000244140625,104.0,10.0,4.0
2023-03-01,2023-03-02,311.1300048828125,104.0,10.0,4.0
2023-03-01,2023-03-02,302.7115664482126,104.0,10.0,4.0
2023-03-01,2023-03-02,306.16105961799866,104.0,10.0,4.0
2023-03-01,2023-03-02,302.9200134277344,104.0,10.0,4.0
2023-03-01,2023-03-02,304.07000732421875,104.0,10.0,4.0
2023-03-01,2023-03-02,304.2900085449219,104.0,10.0,4.0
2023-03-01,2023-03-02,301.9100036621094,104.0,10.0,4.0
2023-03-01,2023-03-02,304.7200012207031,104.0,10.0,4.0
2023-03-01,2023-03-02,305.3500061035156,104.0,10.0,4.0
2023-03-01,2023-03-02,305.3999938964844,104.0,10.0,4.0
2023-03-01,2023-03-02,303.7900085449219,104.0,10.0,4.0
2023-03-01,2023-03-02,305.54998779296875,104.0,10.0,4.0
2023-03-01,2023-03-02,310.3500061035156,104.0,10.0,4.0
2023-03-01,2023-03-02,304.989990234375,104.0,10.0,4.0
2023-03-01,2023-03-02,307.94000244140625,104.0,10.0,4.0
2023-03-01,2023-03-02,305.4700012207031,104.0,10.0,4.0
2023-03-01,2023-03-02,308.510009765625,104.0,10.0,4.0
2023-03-01,2023-03-02,308.07000732421875,104.0,10.0,4.0
2023-03-01,2023-03-02,305.2300109863281,104.0,10.0,4.0
2023-03-01,2023-03-02,305.0199890136719,104.0,10.0,4.0
2023-03-01,2023-03-02,309.5400085449219,104.0,10.0,4.0
2023-03-01,2023-03-02,306.2699890136719,104.0,10.0,4.0
2023-03-01,2023-03-02,301.7099914550781,104.0,10.0,4.0
2023-03-01,2023-03-02,304.6700134277344,104.0,10.0,4.0
2023-03-01,2023-03-02,306.8500061035156,104.0,10.0,4.0
2023-03-01,2023-03-02,304.8900146484375,104.0,10.0,4.0
2023-03-01,2023-03-02,305.6199951171875,104.0,10.0,4.0
2023-03-01,2023-03-02,305.42999267578125,104.0,10.0,4.0
2023-03-01,2023-03-02,305.3399963378906,104.0,10.0,4.0
2023-03-01,2023-03-02,306.29998779296875,104.0,10.0,4.0
2023-03-01,2023-03-02,305.95001220703125,104.0,10.0,4.0
2023-03-01,2023-03-02,307.45001220703125,104.0,10.0,4.0
2023-03-01,2023-03-02,302.55999755859375,104.0,10.0,4.0
2023-03-01,2023-03-02,303.5899963378906,104.0,10.0,4.0
2023-03-01,2023-03-02,303.8900146484375,104.0,10.0,4.0
2023-03-01,2023-03-02,301.0799865722656,104.0,10.0,4.0
2023-03-01,2023-03-02,303.5299987792969,104.0,10.0,4.0
2023-03-01,2023-03-02,301.3299865722656,104.0,10.0,4.0
2023-03-01,2023-03-02,305.1600036621094,104.0,10.0,4.0
2023-03-01,2023-03-02,302.5199890136719,104.0,10.0,4.0
2023-03-01,2023-03-02,302.9700012207031,104.0,10.0,4.0
2023-03-01,2023-03-02,305.54998779296875,104.0,10.0,4.0
2023-03-01,2023-03-02,303.3699951171875,104.0,10.0,4.0
2023-03-01,2023-03-02,302.010009765625,104.0,10.0,4.0
2023-03-01,2023-03-02,304.05999755859375,104.0,10.0,4.0
2023-03-01,2023-03-02,305.3699951171875,104.0,10.0,4.0
2023-03-01,2023-03-02,304.1099853515625,104.0,10.0,4.0
2023-03-01,2023-03-02,306.9200134277344,104.0,10.0,4.0
2023-03-01,2023-03-02,306.3999938964844,104.0,10.0,4.0
2023-03-01,2023-03-02,309.7300109863281,104.0,10.0,4.0
2023-03-01,2023-03-02,305.010009765625,104.0,10.0,4.0
2023-03-01,2023-03-02,305.0199890136719,104.0,10.0,4.0
2023-03-01,2023-03-02,302.67999267578125,104.0,10.0,4.0
2023-03-01,2023-03-02,305.6199951171875,104.0,10.0,4.0
2023-03-01,2023-03-02,304.9100036621094,104.0,10.0,4.0
2023-03-01,2023-03-02,305.3699951171875,104.0,10.0,4.0
2023-03-01,2023-03-02,307.5799865722656,104.0,10.0,4.0
2023-03-01,2023-03-02,310.17999267578125,104.0,10.0,4.0
2023-03-01,2023-03-02,305.010009765625,104.0,10.0,4.0
2023-03-01,2023-03-02,303.69000244140625,104.0,10.0,4.0
2023-03-01,2023-03-02,306.4800109863281,104.0,10.0,4.0
2023-03-01,2023-03-02,306.0899963378906,104.0,10.0,4.0
2023-03-01,2023-03-02,304.92999267578125,104.0,10.0,4.0
2023-03-01,2023-03-02,306.0799865722656,104.0,10.0,4.0
2023-03-01,2023-03-02,305.8800048828125,104.0,10.0,4.0
2023-03-01,2023-03-02,305.3299865722656,104.0,10.0,4.0
2023-03-01,2023-03-02,304.510009765625,104.0,10.0,4.0
2023-03-01,2023-03-02,306.2799987792969,104.0,10.0,4.0
2023-03-01,2023-03-02,303.2699890136719,104.0,10.0,4.0
2023-03-01,2023-03-02,306.7900085449219,104.0,10.0,4.0
2023-03-01,2023-03-02,304.5199890136719,104.0,10.0,4.0
2023-03-01,2023-03-02,304.05999755859375,104.0,10.0,4.0
2023-03-01,2023-03-02,304.4200134277344,104.0,10.0,4.0
2023-03-01,2023-03-02,304.010009765625,104.0,10.0,4.0
2023-03-01,2023-03-02,303.44000244140625,104.0,10.0,4.0
2023-03-01,2023-03-02,303.17999267578125,104.0,10.0,4.0
2023-03-01,2023-03-02,302.260009765625,104.0,10.0,4.0
2023-03-01,2023-03-02,307.3299865722656,104.0,10.0,4.0
2023-03-01,2023-03-02,313.1499938964844,104.0,10.0,4.0
2023-03-01,2023-03-02,306.3800048828125,104.0,10.0,4.0
2023-03-01,2023-03-02,305.489990234375,104.0,10.0,4.0
2023-03-01,2023-03-02,301.510009765625,104.0,10.0,4.0
2023-03-01,2023-03-02,304.5199890136719,104.0,10.0,4.0
2023-03-01,2023-03-02,301.5299987792969,105.0,10.0,5.0
2023-03-01,2023-03-02,303.0199890136719,105.0,10.0,5.0
2023-03-01,2023-03-02,300.9599914550781,105.0,10.0,5.0
2023-03-01,2023-03-02,303.19000244140733,105.0,10.0,5.0
2023-03-01,2023-03-02,302.94000244140625,105.0,10.0,5.0
2023-03-01,2023-03-02,306.3699951171875,105.0,10.0,5.0
2023-03-01,2023-03-02,306.6400146484375,105.0,10.0,5.0
2023-03-01,2023-03-02,303.19000244140625,105.0,10.0,5.0
2023-03-01,2023-03-02,301.30999755859375,105.0,10.0,5.0
2023-03-01,2023-03-02,301.7200012207031,105.0,10.0,5.0
2023-03-01,2023-03-02,302.2900085449219,105.0,10.0,5.0
